# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "exon" "-g" "gene_id" "-a" "/data/yuyuan/rna_my/lettuce_v11/Lsat_Salinas_v11.genome.gtf" "-o" "4_quantification/gene_counts.txt" "3_bam/Bud_rep1.sorted.bam" "3_bam/Bud_rep2.sorted.bam" "3_bam/Bud_rep3.sorted.bam" "3_bam/cot_rep1.sorted.bam" "3_bam/cot_rep2.sorted.bam" "3_bam/cot_rep3.sorted.bam" "3_bam/F1_rep1.sorted.bam" "3_bam/F2_rep1.sorted.bam" "3_bam/L_rep1.sorted.bam" "3_bam/L_rep2.sorted.bam" "3_bam/L_rep3.sorted.bam" "3_bam/n_rep1.sorted.bam" "3_bam/n_rep2.sorted.bam" "3_bam/n_rep3.sorted.bam" "3_bam/O_rep1.sorted.bam" "3_bam/O_rep2.sorted.bam" "3_bam/O_rep3.sorted.bam" "3_bam/R_rep1.sorted.bam" "3_bam/R_rep2.sorted.bam" "3_bam/R_rep3.sorted.bam" "3_bam/S_rep1.sorted.bam" "3_bam/S_rep2.sorted.bam" "3_bam/S_rep3.sorted.bam" "3_bam/stem_rep1.sorted.bam" "3_bam/stem_rep2.sorted.bam" "3_bam/stem_rep3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	3_bam/Bud_rep1.sorted.bam	3_bam/Bud_rep2.sorted.bam	3_bam/Bud_rep3.sorted.bam	3_bam/cot_rep1.sorted.bam	3_bam/cot_rep2.sorted.bam	3_bam/cot_rep3.sorted.bam	3_bam/F1_rep1.sorted.bam	3_bam/F2_rep1.sorted.bam	3_bam/L_rep1.sorted.bam	3_bam/L_rep2.sorted.bam	3_bam/L_rep3.sorted.bam	3_bam/n_rep1.sorted.bam	3_bam/n_rep2.sorted.bam	3_bam/n_rep3.sorted.bam	3_bam/O_rep1.sorted.bam	3_bam/O_rep2.sorted.bam	3_bam/O_rep3.sorted.bam	3_bam/R_rep1.sorted.bam	3_bam/R_rep2.sorted.bam	3_bam/R_rep3.sorted.bam	3_bam/S_rep1.sorted.bam	3_bam/S_rep2.sorted.bam	3_bam/S_rep3.sorted.bam	3_bam/stem_rep1.sorted.bam	3_bam/stem_rep2.sorted.bam	3_bam/stem_rep3.sorted.bam
LOC111898180	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13063882;13063882;13063882;13063882;13063882;13063882;13063882;13064358;13064358;13064358;13064358;13064358;13064358;13064358;13064978;13064978;13064978;13064978;13064978;13064978;13064978;13065273;13065273;13065273;13065273;13065273;13065273;13065273;13066080;13066080;13066080;13066080;13066080;13066080;13066080;13066419;13066419;13066419;13066419;13066419;13066419;13066419;13066937;13066937;13066937;13066937;13066937;13066937;13066937;13069098;13069098;13069098;13069098;13069098;13069098;13069098;13071272;13072431;13072431;13072508;13072508;13072508;13072755;13072755;13072755;13072755	13064270;13064270;13064270;13064270;13064270;13064270;13064270;13064479;13064479;13064479;13064479;13064479;13064479;13064479;13065185;13065185;13065185;13065185;13065185;13065185;13065185;13065993;13065993;13065993;13065993;13065993;13065993;13065993;13066271;13066271;13066271;13066271;13066271;13066271;13066271;13066493;13066493;13066493;13066493;13066493;13066493;13066493;13069003;13069003;13069003;13069003;13069003;13069003;13069003;13069414;13069414;13069414;13069414;13069414;13069414;13069414;13071727;13073093;13072575;13073093;13072575;13072598;13073093;13073093;13073093;13073093	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5210	909	1117	1205	294	474	727	345	462	350	452	127	604	335	366	685	652	786	767	617	1005	455	642	514	638	630	604
LOC111898183	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13069595;13070208;13070413;13070726;13070943;13072007	13070122;13070323;13070565;13070869;13071582;13072015	-;-;-;-;-;-	1590	66	93	80	7	25	95	73	119	33	13	4	50	27	34	53	54	36	44	4	90	43	50	26	73	38	17
LOC111898181	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13073434;13073434;13073953;13073953;13074326;13074326;13074681;13074681;13075459;13075459;13077180;13077180	13073647;13073647;13074175;13074163;13074560;13074560;13074842;13074842;13075858;13075858;13077455;13077456	-;-;-;-;-;-;-;-;-;-;-;-	1511	1449	1364	1288	620	525	1027	748	752	830	1259	558	1712	1475	1467	2146	1685	1734	812	854	754	728	694	731	1324	1315	1316
LOC111898179	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13078326;13079588;13079989;13080327;13080492;13080678	13079373;13079779;13080076;13080397;13080575;13080937	+;+;+;+;+;+	1743	4549	4352	3932	1799	2134	2250	2332	2403	4784	1210	2561	1946	1714	2048	1796	1499	1632	3007	3038	3539	3296	3214	2794	3265	2544	2214
LOC111898178	Lsat_v11_chr1;Lsat_v11_chr1	13081258;13081895	13081787;13084675	-;-	3311	451	337	359	1053	3068	3224	212	268	2898	11419	5598	1392	1664	838	2802	8331	7468	1125	871	1828	2494	3257	4265	503	541	375
LOC111898186	Lsat_v11_chr1	13106637	13106743	+	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111898177	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13149681;13149684;13150407;13151766;13151766;13151766;13152216;13152216;13152216;13152411;13152411;13152411;13152657;13152657;13152657;13153800;13153800;13153800;13153981;13153981;13153981;13154173;13154173;13154173;13154324;13154324;13154324;13154630	13150053;13150053;13150484;13151835;13151835;13151835;13152281;13152281;13152281;13152548;13152548;13152548;13153555;13153555;13153555;13153870;13153870;13153870;13154083;13154083;13154083;13154248;13154248;13154248;13154813;13154813;13154466;13154813	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2364	1396	1301	1367	421	638	561	873	756	981	1007	892	451	454	402	531	706	950	1354	1258	1243	1351	1585	1400	885	861	869
LOC111898176	Lsat_v11_chr1	13212791	13213570	-	780	388	317	382	44	64	16	44	26	188	21	102	4	17	9	18	4	2	1157	992	1297	652	559	605	247	80	329
LOC111898185	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13254504;13254977;13255245;13255421;13255824;13256061;13256258;13256435;13256631;13256955;13257345;13257632;13257814;13258093;13258355;13260605	13254887;13255153;13255325;13255726;13255967;13256150;13256334;13256552;13256857;13257114;13257545;13257727;13257999;13258262;13258586;13261000	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3045	17	27	31	34	30	8	16	10	35	65	20	27	5	19	66	156	96	14	7	36	9	10	14	27	50	51
LOC111898175	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13484013;13484322;13484812;13484995;13485322;13485530;13485833;13486149;13486395;13486877;13487372;13488281;13488818;13489251;13489706;13490164;13490373	13484192;13484706;13484882;13485139;13485441;13485654;13485991;13486311;13486520;13486960;13487751;13488481;13488927;13489335;13489940;13490252;13490889	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3175	105	68	69	0	10	2	207	179	94	8	22	10	4	12	0	1	0	12	15	19	14	12	26	2	0	0
LOC111887342	Lsat_v11_chr1	13685684	13687471	+	1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111887340	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13703366;13703538;13704021;13704190;13708042;13708304;13709124;13709763;13710021;13710479;13711471;13712304;13713071;13713471;13713886;13714329;13714739	13703449;13703922;13704091;13704334;13708161;13708428;13709282;13709925;13710146;13710562;13711859;13712504;13713180;13713555;13714120;13714417;13715190	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3023	1217	918	1075	108	239	107	1818	1037	1079	60	1034	52	26	40	27	10	21	47	87	64	141	97	152	86	50	85
LOC111887339	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13715765;13716188;13716431;13716431;13716702;13716702;13717186;13717186;13717489;13717489;13717887;13717887;13718233;13718233;13718701;13718701;13719125;13719125;13719339;13719339;13719845;13719845;13720189;13720189;13720399;13720399;13721736;13721736;13721995;13721995;13722172;13722172;13722646;13722646	13716324;13716324;13716533;13716519;13716936;13716936;13717270;13717270;13717598;13717598;13718087;13718087;13718600;13718600;13718784;13718784;13719250;13719250;13719501;13719501;13720003;13720003;13720313;13720313;13720518;13720518;13721880;13721880;13722065;13722065;13722553;13722553;13722883;13722881	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3275	268	210	277	231	310	437	427	873	413	6471	1169	146	167	142	490	2907	3083	397	296	773	298	278	271	160	75	110
LOC111887337	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13760475;13760476;13760476;13761226;13761226;13761226;13761562;13761562;13761562;13761816;13761816;13762088;13762088;13762088;13762269;13762269;13762269;13762667;13762667;13762667;13762919;13762919;13762919;13763412;13763412;13763412;13763620;13763620;13763620;13763812;13763812;13763812;13764034;13764034;13764034;13764265;13764265;13765080;13765080;13765080;13765261;13765261;13765261;13765527;13765527;13765527	13761020;13761020;13761020;13761457;13761457;13761457;13761731;13762001;13761731;13762001;13762001;13762183;13762183;13762183;13762469;13762469;13762469;13762826;13762826;13762826;13763145;13763145;13763145;13763529;13763529;13763529;13763696;13763696;13763696;13763901;13763901;13763901;13764177;13764177;13764540;13764540;13764540;13765160;13765160;13765160;13765437;13765437;13765437;13765947;13765947;13765947	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3373	861	738	828	880	1155	1644	671	1017	522	5925	956	689	611	584	1294	4835	5486	654	392	1352	657	787	785	722	856	898
LOC111887349	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13771888;13772243;13772509;13772719;13773179;13773380;13773788;13773986;13774210	13772169;13772304;13772560;13772833;13773273;13773486;13773902;13774030;13774404	+;+;+;+;+;+;+;+;+	1068	880	896	782	343	352	268	727	410	478	510	211	450	286	200	625	611	668	675	647	700	924	841	881	784	852	778
LOC111887348	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13776774;13777698;13778071;13778280;13778414;13778602;13778887;13779073;13779435;13779663;13779962;13780492;13780782;13781091;13781316;13781483	13777057;13777777;13778174;13778347;13778471;13778715;13778970;13779177;13779548;13779794;13780051;13780581;13780991;13781201;13781395;13781971	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2213	4532	4144	5068	571	774	601	5752	4318	1922	859	751	1926	1561	1664	1388	991	1657	1121	1123	1374	1806	2067	1563	2109	3001	2336
LOC111887347	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13782947;13782947;13784447;13784461	13784313;13784313;13784680;13784680	+;+;+;+	1601	611	527	507	205	408	400	416	441	624	826	205	272	233	141	384	526	745	848	773	808	624	700	578	299	242	211
LOC111887344	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13793162;13793162;13793162;13794720;13794720;13794786;13795394;13795394;13795394;13795630;13795630;13795630;13795842;13795842;13795842;13796311;13796311;13796311;13798287;13798287;13798287;13798453;13798453;13798453;13798640;13798640;13798640;13798783;13798783;13798783;13798964;13798964;13798964;13799320;13799320;13799320;13799559;13799559;13799559	13794615;13794615;13794615;13794894;13794894;13794894;13795506;13795506;13795506;13795731;13795731;13795731;13795911;13795911;13795911;13796366;13796366;13796366;13798337;13798337;13798337;13798557;13798557;13798557;13798684;13798684;13798684;13798885;13798885;13798885;13799160;13799134;13799160;13799412;13799412;13799412;13799841;13799841;13799841	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2847	1522	1329	1450	473	746	902	840	1163	465	702	377	596	650	496	712	637	687	867	620	1194	966	1013	865	778	665	679
LOC111887346	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13799977;13799977;13800530;13800745;13801560;13802037;13802037;13802037	13801947;13801316;13800662;13801947;13801947;13803781;13803781;13803781	+;+;+;+;+;+;+;+	3716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC128132236	Lsat_v11_chr1	13807187	13807822	+	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111887341	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13820760;13820760;13820760;13820760;13821563;13821563;13821563;13821563;13821740;13821740;13821740;13821740;13821913;13821913;13821913;13821913;13822313;13822313;13822313;13822313;13823000;13823145;13823145;13823145	13821324;13821324;13821324;13821324;13821659;13821659;13821659;13821659;13821831;13821831;13821831;13821831;13822033;13822033;13822033;13822033;13822505;13822581;13822505;13822552;13823018;13823296;13823301;13823302	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1321	876	1324	1020	1797	2167	2421	4239	5067	903	13577	4145	4025	4909	2413	5264	7828	9787	1650	1316	1750	889	1291	1050	1646	1321	1153
LOC111887351	Lsat_v11_chr1;Lsat_v11_chr1	13826778;13828186	13827646;13828486	-;-	1170	180	174	248	98	78	64	45	46	146	26	67	62	44	25	28	4	7	78	93	113	80	83	118	76	60	62
LOC111887350	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	13840175;13841373;13842107	13840815;13841761;13842764	+;+;+	1688	2455	2480	3035	3689	5014	5739	10365	8384	1586	2729	1712	7265	5563	4970	11259	6829	7051	3582	2723	3018	4599	4431	3650	14716	22295	27569
LOC111887352	Lsat_v11_chr1	13975608	13975714	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111887343	Lsat_v11_chr1	13976662	13977039	+	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111887338	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	14077286;14077624;14077970;14079892;14080114	14077531;14077730;14078117;14080025;14080506	-;-;-;-;-	1028	138	171	191	946	965	1012	742	748	2035	885	2015	1135	1343	1178	1191	520	505	1500	1714	1235	3669	4157	1986	1310	738	342
LOC111916711	Lsat_v11_chr1	14220945	14221842	+	898	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
LOC111916809	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	14254932;14254932;14254933;14257665;14257665;14257671;14257874;14257874;14257874;14258127;14258127;14258127;14258521;14258521;14258521;14259248;14259248;14259263;14259788;14259788;14259788;14260254;14260254;14260254;14260570;14260570;14260570;14260927;14260927;14260927;14261167;14261167;14261167;14261427;14261427;14261427;14261599;14261599;14261599	14257591;14257591;14257591;14257799;14257799;14257799;14258038;14258038;14258038;14258375;14258375;14258375;14258716;14258716;14258716;14259361;14259361;14259361;14259933;14259933;14259933;14260469;14260469;14260469;14260848;14260848;14260848;14261074;14261074;14261074;14261300;14261300;14261300;14261513;14261513;14261513;14262178;14262178;14262178	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5109	1422	1578	1419	816	1010	1278	1017	1147	964	849	417	758	632	521	977	1140	993	1652	1387	2029	1230	1645	1173	1322	1258	1208
LOC111916808	Lsat_v11_chr1;Lsat_v11_chr1	14263364;14264317	14264224;14264334	+;+	879	0	1	4	0	6	11	0	0	0	0	0	0	0	0	0	0	1	0	0	7	2	0	0	0	0	4
LOC122196446	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	14264386;14265784;14266162	14265677;14265900;14266294	-;-;-	1542	6	7	2	3	11	4	0	6	0	0	10	12	9	0	6	11	1	0	0	2	1	0	0	4	2	12
LOC111916805	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	14274443;14274443;14274818;14277556;14277556;14277748;14277748	14274702;14277124;14277124;14277612;14277612;14278061;14278061	+;+;+;+;+;+;+	3053	105	162	122	39	49	75	60	57	118	77	46	53	30	35	50	30	61	55	101	65	49	56	79	37	33	14
LOC111916806	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	14282067;14282068;14282801;14285738;14285738	14282492;14284835;14284835;14285912;14285912	+;+;+;+;+	2944	171	151	158	55	134	110	70	57	159	116	113	36	108	54	106	53	84	118	158	126	145	173	117	128	57	49
LOC111916804	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	14287480;14288054;14288227;14288393;14288615;14288924	14287630;14288138;14288300;14288516;14288797;14289281	+;+;+;+;+;+	975	1741	1608	1422	760	774	424	1610	1025	3556	1220	1234	457	529	382	527	680	873	1650	1800	1309	1571	1357	1272	659	541	778
LOC122195812	Lsat_v11_chr1;Lsat_v11_chr1	14291057;14291678	14291467;14291930	-;-	664	1	0	0	23	5	0	5	13	4	651	35	2	7	5	59	585	697	0	0	0	5	1	8	13	12	10
LOC111916803	Lsat_v11_chr1;Lsat_v11_chr1	14374575;14375059	14374967;14377913	-;-	3248	62	75	77	41	90	271	37	11	5	865	8	35	6	6	172	345	573	41	6	57	34	14	5	38	61	18
LOC111916802	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	14394697;14394697;14394697;14394697;14394697;14395192;14395192;14395192;14395192;14395192;14395291;14395565;14397175;14397391;14397412;14397703	14395101;14395101;14395101;14395101;14395101;14397554;14397318;14397318;14397102;14398039;14395461;14398039;14398039;14398039;14398039;14397840	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3253	28	19	16	12	57	316	5	11	33	259	8	10	0	4	21	81	98	89	37	99	47	59	20	10	10	1
LOC128126993	Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1;Lsat_v11_chr1	14404455;14405250;14405417;14407429;14407600	14404508;14405297;14405481;14407488;14407693	-;-;-;-;-	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111916726	Lsat_v11_chr1;Lsat_v11_chr1	14567984;14568759	14568256;14568905	-;-	420	0	0	5	26	31	20	6	2	71	1565	498	10	68	2	366	1511	810	12	29	34	72	31	16	8	11	12
